Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Genotype,Group,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR17266423,postnatal 21 days,RNA-Seq,150,222783600,PRJNA789927,SAMN24174442,90983533,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444265,wild type,PN120,NextSeq 500,GSM5741081,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741081,Lung,SRP351417,C57BL/6,lung
SRR17266427,postnatal 21 days,RNA-Seq,150,184751400,PRJNA789927,SAMN24174446,76817472,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444261,wild type,PN120,NextSeq 500,GSM5741077,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741077,Lung,SRP351417,C57BL/6,lung
SRR17266448,postnatal 21 days,RNA-Seq,150,241571550,PRJNA789927,SAMN24174523,100253810,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444240,wild type,PN120,NextSeq 500,GSM5741000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741000,Lung,SRP351417,C57BL/6,lung
SRR17266458,postnatal 21 days,RNA-Seq,150,198216000,PRJNA789927,SAMN24174533,81840800,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444230,wild type,PN120,NextSeq 500,GSM5740990,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740990,Lung,SRP351417,C57BL/6,lung
SRR17266461,postnatal 21 days,RNA-Seq,150,13500,PRJNA789927,SAMN24174536,71589,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444227,wild type,PN120,NextSeq 500,GSM5740987,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740987,Lung,SRP351417,C57BL/6,lung
SRR17266462,postnatal 21 days,RNA-Seq,150,140812650,PRJNA789927,SAMN24174537,57876449,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444226,wild type,PN120,NextSeq 500,GSM5740986,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740986,Lung,SRP351417,C57BL/6,lung
SRR17266464,postnatal 21 days,RNA-Seq,150,146551950,PRJNA789927,SAMN24174539,60517128,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444224,wild type,PN120,NextSeq 500,GSM5740984,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740984,Lung,SRP351417,C57BL/6,lung
SRR17266473,postnatal 21 days,RNA-Seq,150,201763050,PRJNA789927,SAMN24174548,83283923,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444215,wild type,PN120,NextSeq 500,GSM5740975,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740975,Lung,SRP351417,C57BL/6,lung
SRR17266477,postnatal 21 days,RNA-Seq,150,220224150,PRJNA789927,SAMN24174552,91861809,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444211,wild type,PN120,NextSeq 500,GSM5740971,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740971,Lung,SRP351417,C57BL/6,lung
SRR17266480,postnatal 21 days,RNA-Seq,150,191854500,PRJNA789927,SAMN24174555,80547857,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444208,wild type,PN120,NextSeq 500,GSM5740968,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740968,Lung,SRP351417,C57BL/6,lung
SRR17266488,postnatal 21 days,RNA-Seq,150,166412700,PRJNA789927,SAMN24174381,68984141,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444638,wild type,PN120,NextSeq 500,GSM5741142,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741142,Lung,SRP351417,C57BL/6,lung
SRR17266493,postnatal 21 days,RNA-Seq,150,231259200,PRJNA789927,SAMN24174386,95659743,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444633,wild type,PN120,NextSeq 500,GSM5741137,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741137,Lung,SRP351417,C57BL/6,lung
SRR17266495,postnatal 21 days,RNA-Seq,150,121502700,PRJNA789927,SAMN24174388,50780578,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444631,wild type,PN120,NextSeq 500,GSM5741135,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741135,Lung,SRP351417,C57BL/6,lung
SRR17266497,postnatal 21 days,RNA-Seq,150,269318100,PRJNA789927,SAMN24174390,110877870,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444629,wild type,PN120,NextSeq 500,GSM5741133,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741133,Lung,SRP351417,C57BL/6,lung
SRR17266509,postnatal 21 days,RNA-Seq,150,181767300,PRJNA789927,SAMN24174402,76272983,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444705,wild type,PN120,NextSeq 500,GSM5741121,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741121,Lung,SRP351417,C57BL/6,lung
SRR17266513,postnatal 21 days,RNA-Seq,150,178024800,PRJNA789927,SAMN24174462,73496674,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444613,wild type,PN120,NextSeq 500,GSM5741061,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741061,Lung,SRP351417,C57BL/6,lung
SRR17266517,postnatal 21 days,RNA-Seq,150,242517600,PRJNA789927,SAMN24174466,100622744,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444609,wild type,PN120,NextSeq 500,GSM5741057,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741057,Lung,SRP351417,C57BL/6,lung
SRR17266526,postnatal 21 days,RNA-Seq,150,236862900,PRJNA789927,SAMN24174475,98277721,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444600,wild type,PN120,NextSeq 500,GSM5741048,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741048,Lung,SRP351417,C57BL/6,lung
SRR17266527,postnatal 21 days,RNA-Seq,150,246562650,PRJNA789927,SAMN24174476,102103312,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444599,wild type,PN120,NextSeq 500,GSM5741047,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741047,Lung,SRP351417,C57BL/6,lung
SRR17266528,postnatal 21 days,RNA-Seq,150,64076700,PRJNA789927,SAMN24174477,25514511,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444598,wild type,PN120,NextSeq 500,GSM5741046,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741046,Lung,SRP351417,C57BL/6,lung
SRR17266531,postnatal 21 days,RNA-Seq,150,177745350,PRJNA789927,SAMN24174480,74868587,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444595,wild type,PN120,NextSeq 500,GSM5741043,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741043,Lung,SRP351417,C57BL/6,lung
SRR17266533,postnatal 21 days,RNA-Seq,150,174131850,PRJNA789927,SAMN24174482,72017022,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444593,wild type,PN120,NextSeq 500,GSM5741041,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741041,Lung,SRP351417,C57BL/6,lung
SRR17266540,postnatal 21 days,RNA-Seq,150,165676200,PRJNA789927,SAMN24174601,68540663,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444586,wild type,PN120,NextSeq 500,GSM5740922,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740922,Lung,SRP351417,C57BL/6,lung
SRR17266541,postnatal 21 days,RNA-Seq,150,286021200,PRJNA789927,SAMN24174602,116165981,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444585,wild type,PN90,NextSeq 500,GSM5740921,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740921,Lung,SRP351417,C57BL/6,lung
SRR17266545,postnatal 21 days,RNA-Seq,150,304369350,PRJNA789927,SAMN24174606,123043910,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444581,wild type,PN90,NextSeq 500,GSM5740917,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740917,Lung,SRP351417,C57BL/6,lung
SRR17266557,postnatal 21 days,RNA-Seq,150,102312000,PRJNA789927,SAMN24174618,41784544,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444569,wild type,PN90,NextSeq 500,GSM5740905,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740905,Lung,SRP351417,C57BL/6,lung
SRR17266561,postnatal 21 days,RNA-Seq,150,218663850,PRJNA789927,SAMN24174622,87197235,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444565,wild type,PN90,NextSeq 500,GSM5740901,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740901,Lung,SRP351417,C57BL/6,lung
SRR17266562,postnatal 21 days,RNA-Seq,150,209942250,PRJNA789927,SAMN24174623,85705572,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444564,wild type,PN90,NextSeq 500,GSM5740900,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740900,Lung,SRP351417,C57BL/6,lung
SRR17266564,postnatal 21 days,RNA-Seq,150,247466250,PRJNA789927,SAMN24174625,100346513,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444562,wild type,PN90,NextSeq 500,GSM5740898,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740898,Lung,SRP351417,C57BL/6,lung
SRR17266571,postnatal 21 days,RNA-Seq,150,166255350,PRJNA789927,SAMN24174660,66853173,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444555,wild type,PN90,NextSeq 500,GSM5740863,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740863,Lung,SRP351417,C57BL/6,lung
SRR17266573,postnatal 21 days,RNA-Seq,150,182568000,PRJNA789927,SAMN24174662,75209074,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444553,wild type,PN90,NextSeq 500,GSM5740861,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740861,Lung,SRP351417,C57BL/6,lung
SRR17266580,postnatal 21 days,RNA-Seq,150,157502100,PRJNA789927,SAMN24174669,62817713,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444546,wild type,PN90,NextSeq 500,GSM5740854,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740854,Lung,SRP351417,C57BL/6,lung
SRR17266587,postnatal 21 days,RNA-Seq,150,342117750,PRJNA789927,SAMN24174676,139173849,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444539,wild type,PN90,NextSeq 500,GSM5740847,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740847,Lung,SRP351417,C57BL/6,lung
SRR17266590,postnatal 21 days,RNA-Seq,150,205630800,PRJNA789927,SAMN24174679,82166342,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444536,wild type,PN90,NextSeq 500,GSM5740844,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740844,Lung,SRP351417,C57BL/6,lung
SRR17266596,postnatal 21 days,RNA-Seq,150,23250,PRJNA789927,SAMN24174741,81296,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444530,wild type,PN90,NextSeq 500,GSM5740782,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740782,Lung,SRP351417,C57BL/6,lung
SRR17266597,postnatal 21 days,RNA-Seq,150,217231800,PRJNA789927,SAMN24174742,88299345,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444529,wild type,PN90,NextSeq 500,GSM5740781,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740781,Lung,SRP351417,C57BL/6,lung
SRR17266598,postnatal 21 days,RNA-Seq,150,208159500,PRJNA789927,SAMN24174743,84954846,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444528,wild type,PN90,NextSeq 500,GSM5740780,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740780,Lung,SRP351417,C57BL/6,lung
SRR17266600,postnatal 21 days,RNA-Seq,150,189148500,PRJNA789927,SAMN24174745,74976992,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444526,wild type,PN90,NextSeq 500,GSM5740778,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740778,Lung,SRP351417,C57BL/6,lung
SRR17266602,postnatal 21 days,RNA-Seq,150,6659550,PRJNA789927,SAMN24174747,2744215,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444524,wild type,PN90,NextSeq 500,GSM5740776,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740776,Lung,SRP351417,C57BL/6,lung
SRR17266603,postnatal 21 days,RNA-Seq,150,135876000,PRJNA789927,SAMN24174748,55854180,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444523,wild type,PN90,NextSeq 500,GSM5740775,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740775,Lung,SRP351417,C57BL/6,lung
SRR17266607,postnatal 21 days,RNA-Seq,150,239591850,PRJNA789927,SAMN24174752,97403349,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444519,wild type,PN90,NextSeq 500,GSM5740771,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740771,Lung,SRP351417,C57BL/6,lung
SRR17266615,postnatal 21 days,RNA-Seq,150,266064450,PRJNA789927,SAMN24174760,108671740,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444511,wild type,PN90,NextSeq 500,GSM5740763,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740763,Lung,SRP351417,C57BL/6,lung
SRR17266628,postnatal 21 days,RNA-Seq,150,205572900,PRJNA789927,SAMN24174563,85533637,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444936,wild type,PN120,NextSeq 500,GSM5740960,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740960,Lung,SRP351417,C57BL/6,lung
SRR17266641,postnatal 21 days,RNA-Seq,150,184380600,PRJNA789927,SAMN24174576,76612602,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444923,wild type,PN120,NextSeq 500,GSM5740947,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740947,Lung,SRP351417,C57BL/6,lung
SRR17266645,postnatal 21 days,RNA-Seq,150,231430950,PRJNA789927,SAMN24174580,96523506,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444919,wild type,PN120,NextSeq 500,GSM5740943,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740943,Lung,SRP351417,C57BL/6,lung
SRR17266646,postnatal 21 days,RNA-Seq,150,209850600,PRJNA789927,SAMN24174581,86293928,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444918,wild type,PN120,NextSeq 500,GSM5740942,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740942,Lung,SRP351417,C57BL/6,lung
SRR17266652,postnatal 21 days,RNA-Seq,150,100305750,PRJNA789927,SAMN24174587,40134190,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444912,wild type,PN120,NextSeq 500,GSM5740936,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740936,Lung,SRP351417,C57BL/6,lung
SRR17266662,postnatal 21 days,RNA-Seq,150,37350,PRJNA789927,SAMN24174597,89383,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444902,wild type,PN120,NextSeq 500,GSM5740926,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740926,Lung,SRP351417,C57BL/6,lung
SRR17266663,postnatal 21 days,RNA-Seq,150,224334600,PRJNA789927,SAMN24174598,92596978,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444589,wild type,PN120,NextSeq 500,GSM5740925,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740925,Lung,SRP351417,C57BL/6,lung
SRR17266668,postnatal 21 days,RNA-Seq,150,181628550,PRJNA789927,SAMN24174631,74421055,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444896,wild type,PN90,NextSeq 500,GSM5740892,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740892,Lung,SRP351417,C57BL/6,lung
SRR17266677,postnatal 21 days,RNA-Seq,150,211209750,PRJNA789927,SAMN24174640,86165421,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444887,wild type,PN90,NextSeq 500,GSM5740883,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740883,Lung,SRP351417,C57BL/6,lung
SRR17266678,postnatal 21 days,RNA-Seq,150,150437700,PRJNA789927,SAMN24174641,61261974,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444886,wild type,PN90,NextSeq 500,GSM5740882,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740882,Lung,SRP351417,C57BL/6,lung
SRR17266694,postnatal 21 days,RNA-Seq,150,297841350,PRJNA789927,SAMN24174685,121344958,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444870,wild type,PN90,NextSeq 500,GSM5740838,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740838,Lung,SRP351417,C57BL/6,lung
SRR17266701,postnatal 21 days,RNA-Seq,150,49200,PRJNA789927,SAMN24174692,101674,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444863,wild type,PN90,NextSeq 500,GSM5740831,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740831,Lung,SRP351417,C57BL/6,lung
SRR17266702,postnatal 21 days,RNA-Seq,150,215096700,PRJNA789927,SAMN24174693,88785109,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444862,wild type,PN90,NextSeq 500,GSM5740830,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740830,Lung,SRP351417,C57BL/6,lung
SRR17266707,postnatal 21 days,RNA-Seq,150,3150,PRJNA789927,SAMN24174698,58570,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444857,wild type,PN90,NextSeq 500,GSM5740825,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740825,Lung,SRP351417,C57BL/6,lung
SRR17266709,postnatal 21 days,RNA-Seq,150,72528900,PRJNA789927,SAMN24174700,28739349,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444855,wild type,PN90,NextSeq 500,GSM5740823,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740823,Lung,SRP351417,C57BL/6,lung
SRR17266712,postnatal 21 days,RNA-Seq,150,324599700,PRJNA789927,SAMN24174703,132617857,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444852,wild type,PN90,NextSeq 500,GSM5740820,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740820,Lung,SRP351417,C57BL/6,lung
SRR17266714,postnatal 21 days,RNA-Seq,150,170846400,PRJNA789927,SAMN24174705,68093595,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444850,wild type,PN90,NextSeq 500,GSM5740818,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740818,Lung,SRP351417,C57BL/6,lung
SRR17266717,postnatal 21 days,RNA-Seq,150,27423000,PRJNA789927,SAMN24174708,11176002,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444847,wild type,PN90,NextSeq 500,GSM5740815,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740815,Lung,SRP351417,C57BL/6,lung
SRR17266728,postnatal 21 days,RNA-Seq,150,70462650,PRJNA789927,SAMN24174831,29060537,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444836,wild type,PN21,NextSeq 500,GSM5740692,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740692,Lung,SRP351417,C57BL/6,lung
SRR17266750,postnatal 21 days,RNA-Seq,150,184539600,PRJNA789927,SAMN24174881,75822863,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444814,wild type,PN21,NextSeq 500,GSM5740642,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740642,Lung,SRP351417,C57BL/6,lung
SRR17266753,postnatal 21 days,RNA-Seq,150,88535700,PRJNA789927,SAMN24174884,36325393,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444811,wild type,PN21,NextSeq 500,GSM5740639,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740639,Lung,SRP351417,C57BL/6,lung
SRR17266759,postnatal 21 days,RNA-Seq,150,221089200,PRJNA789927,SAMN24174890,90414490,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444805,wild type,PN21,NextSeq 500,GSM5740633,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740633,Lung,SRP351417,C57BL/6,lung
SRR17266762,postnatal 21 days,RNA-Seq,150,113050350,PRJNA789927,SAMN24174893,46408442,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444802,wild type,PN21,NextSeq 500,GSM5740630,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740630,Lung,SRP351417,C57BL/6,lung
SRR17266765,postnatal 21 days,RNA-Seq,150,160313250,PRJNA789927,SAMN24174896,65517769,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444799,wild type,PN21,NextSeq 500,GSM5740627,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740627,Lung,SRP351417,C57BL/6,lung
SRR17266768,postnatal 21 days,RNA-Seq,150,208884300,PRJNA789927,SAMN24174899,85929352,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444796,wild type,PN21,NextSeq 500,GSM5740624,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740624,Lung,SRP351417,C57BL/6,lung
